user_id,wake_session_id,challenge_attempt_id,alarm_id,timestamp,user_total_wake_sessions,user_successful_wake_sessions,user_failed_wake_sessions,user_historical_success_rate,user_avg_completion_time_seconds,user_avg_attempts_per_session,user_avg_snooze_count,user_total_snooze_count,user_recent_snooze_count,user_recent_challenge_success_rate,challenge_type_total_attempts,challenge_type_successful_attempts,challenge_type_success_rate,challenge_type_avg_completion_time,challenge_type_avg_attempts_per_session,challenge_type_easy_attempts,challenge_type_easy_success_rate,challenge_type_medium_attempts,challenge_type_medium_success_rate,challenge_type_hard_attempts,challenge_type_hard_success_rate,current_session_snooze_count,current_session_snooze_duration_minutes,current_session_wake_delay_seconds,alarm_scheduled_hour,alarm_scheduled_minute,alarm_day_of_week,alarm_is_weekend,historical_snooze_avg_around_alarm_time,selected_challenge_type,user_selected_difficulty,is_adaptive_preference,target_is_successful,target_duration_seconds,target_verification_score,target_attempt_number
1001,19,19,2000,2026-01-19T07:00:00+00:00,18,16,2,0.8889,12.3169,1.0,0.4444,8,0,1.0,16,14,0.875,12.3721,1.0,5,1.0,7,0.8571,4,0.75,1,5,353.98428747959554,7,0,0,0,0.4444,dance,easy,0,1,15.65,0.803,1
1001,20,20,2000,2026-01-20T07:00:00+00:00,19,17,2,0.8947,12.5129,1.0,0.4737,9,1,1.0,17,15,0.8824,12.5907,1.0,6,1.0,7,0.8571,4,0.75,0,0,41.919383999794334,7,0,1,0,0.4737,dance,easy,0,1,8.23,0.843,1
1001,21,21,2000,2026-01-21T07:00:00+00:00,20,18,2,0.9,12.275,1.0,0.45,9,0,1.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,15.122071706107594,7,0,2,0,0.45,tongue_twister,adaptive,1,0,5.72,0.104,1
1001,22,22,2000,2026-01-22T07:00:00+00:00,21,18,3,0.8571,12.275,1.0,0.4286,9,0,0.8,18,16,0.8889,12.3181,1.0,7,1.0,7,0.8571,4,0.75,0,0,82.43360104049023,7,0,3,0,0.4286,dance,adaptive,1,1,9.79,0.768,1
1001,23,23,2000,2026-01-23T07:00:00+00:00,22,19,3,0.8636,12.1442,1.0,0.4091,9,0,0.8,19,17,0.8947,12.1694,1.0,7,1.0,8,0.875,4,0.75,0,0,20.584947898002,7,0,4,0,0.4091,dance,hard,0,1,6.9,0.946,1
1001,24,24,2000,2026-01-24T07:00:00+00:00,23,20,3,0.8696,11.882,1.0,0.3913,9,0,0.8,1,1,1.0,14.88,1.0,0,0.0,0,0.0,1,1.0,1,5,343.8862898415937,7,0,5,1,0.3913,math,adaptive,1,1,9.56,0.932,1
1001,25,25,2000,2026-01-25T07:00:00+00:00,24,21,3,0.875,11.7714,1.0,0.4167,10,1,0.8,20,18,0.9,11.8767,1.0,7,1.0,8,0.875,5,0.8,1,5,374.04740086893594,7,0,6,1,0.4167,dance,adaptive,1,1,14.22,0.785,1
1001,26,26,2000,2026-01-26T07:00:00+00:00,25,22,3,0.88,11.8827,1.0,0.44,11,1,0.8,21,19,0.9048,12.0,1.0,7,1.0,9,0.8889,5,0.8,0,0,83.86124794208102,7,0,0,0,0.44,dance,hard,0,1,17.79,0.965,1
1001,27,27,2000,2026-01-27T07:00:00+00:00,26,23,3,0.8846,12.1396,1.0,0.4231,11,0,1.0,22,20,0.9091,12.2895,1.0,7,1.0,9,0.8889,6,0.8333,0,0,53.2470350480244,7,0,1,0,0.4231,dance,adaptive,1,0,18.97,0.23,1
1001,28,28,2000,2026-01-28T07:00:00+00:00,27,23,4,0.8519,12.1396,1.0,0.4074,11,0,0.8,23,20,0.8696,12.2895,1.0,7,1.0,10,0.8,6,0.8333,0,0,42.08322340395621,7,0,2,0,0.4074,dance,hard,0,0,16.63,0.308,1
1001,29,29,2000,2026-01-29T07:00:00+00:00,28,23,5,0.8214,12.1396,1.0,0.3929,11,0,0.6,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,65.727320288013,7,0,3,0,0.3929,memory,hard,0,1,13.53,0.872,1
1001,30,30,2000,2026-01-30T07:00:00+00:00,29,24,5,0.8276,12.1975,1.0,0.3793,11,0,0.6,24,20,0.8333,12.2895,1.0,7,1.0,10,0.8,7,0.7143,0,0,56.3344232653005,7,0,4,0,0.3793,dance,easy,0,1,4.8,0.937,1
1002,31,31,2001,2026-01-01T08:00:00+00:00,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,5,322.5946182351587,8,0,3,0,0.0,math,hard,0,1,37.81,0.899,1
1002,32,32,2001,2026-01-02T08:00:00+00:00,1,1,0,1.0,37.81,1.0,1.0,1,1,1.0,1,1,1.0,37.81,1.0,0,0.0,0,0.0,1,1.0,1,5,355.5740328110548,8,0,4,0,1.0,math,easy,0,1,36.55,0.76,1
1002,33,33,2001,2026-01-03T08:00:00+00:00,2,2,0,1.0,37.18,1.0,1.0,2,1,1.0,2,2,1.0,37.18,1.0,1,1.0,0,0.0,1,1.0,0,0,26.340735953882913,8,0,5,1,1.0,math,medium,0,1,35.36,0.918,1
1002,34,34,2001,2026-01-04T08:00:00+00:00,3,3,0,1.0,36.5733,1.0,0.6667,2,0,1.0,3,3,1.0,36.5733,1.0,1,1.0,1,1.0,1,1.0,0,0,84.85874299558587,8,0,6,1,0.6667,math,medium,0,0,40.01,0.442,1
1002,35,35,2001,2026-01-05T08:00:00+00:00,4,3,1,0.75,36.5733,1.0,0.5,2,0,0.75,4,3,0.75,36.5733,1.0,1,1.0,2,0.5,1,1.0,3,15,980.4691338949151,8,0,0,0,0.5,math,adaptive,1,1,33.0,0.958,1
1002,36,36,2001,2026-01-06T08:00:00+00:00,5,4,1,0.8,35.68,1.0,1.0,5,3,0.8,5,4,0.8,35.68,1.0,1,1.0,3,0.6667,1,1.0,2,10,618.2869201534569,8,0,1,0,1.0,math,adaptive,1,1,37.14,0.816,1
1002,37,37,2001,2026-01-07T08:00:00+00:00,6,5,1,0.8333,35.972,1.0,1.1667,7,2,0.8,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,2,10,626.2877849861962,8,0,2,0,1.1667,push_ups,easy,0,1,34.49,0.976,1
1002,38,38,2001,2026-01-08T08:00:00+00:00,7,6,1,0.8571,35.725,1.0,1.2857,9,2,0.8,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,13.526940943924002,8,0,3,0,1.2857,dance,hard,0,0,40.77,0.172,1
1002,39,39,2001,2026-01-09T08:00:00+00:00,8,6,2,0.75,35.725,1.0,1.125,9,0,0.6,6,5,0.8333,35.972,1.0,1,1.0,4,0.75,1,1.0,4,20,1282.3142857247915,8,0,4,0,1.125,math,hard,0,0,38.35,0.181,1
1002,40,40,2001,2026-01-10T08:00:00+00:00,9,6,3,0.6667,35.725,1.0,1.4444,13,4,0.6,7,5,0.7143,35.972,1.0,1,1.0,4,0.75,2,0.5,1,5,387.7757012013808,8,0,5,1,1.4444,math,medium,0,0,29.3,0.297,1
1002,41,41,2001,2026-01-11T08:00:00+00:00,10,6,4,0.6,35.725,1.0,1.4,14,1,0.4,8,5,0.625,35.972,1.0,1,1.0,5,0.6,2,0.5,3,15,969.9582088914831,8,0,6,1,1.4,math,adaptive,1,1,35.25,0.95,1
1002,42,42,2001,2026-01-12T08:00:00+00:00,11,7,4,0.6364,35.6571,1.0,1.5455,17,3,0.4,9,6,0.6667,35.8517,1.0,1,1.0,6,0.6667,2,0.5,1,5,336.5748374357143,8,0,0,0,1.5455,math,hard,0,1,37.97,0.951,1
1002,43,43,2001,2026-01-13T08:00:00+00:00,12,8,4,0.6667,35.9462,1.0,1.5,18,1,0.4,10,7,0.7,36.1543,1.0,1,1.0,6,0.6667,3,0.6667,1,5,340.60333780775477,8,0,1,0,1.5,math,medium,0,0,31.72,0.605,1
1002,44,44,2001,2026-01-14T08:00:00+00:00,13,8,5,0.6154,35.9462,1.0,1.4615,19,1,0.4,11,7,0.6364,36.1543,1.0,1,1.0,7,0.5714,3,0.6667,4,20,1271.8661309952288,8,0,2,0,1.4615,math,easy,0,1,35.61,0.877,1
1002,45,45,2001,2026-01-15T08:00:00+00:00,14,9,5,0.6429,35.9089,1.0,1.6429,23,4,0.6,12,8,0.6667,36.0862,1.0,2,1.0,7,0.5714,3,0.6667,0,0,19.22734014811421,8,0,3,0,1.6429,math,medium,0,1,40.56,0.816,1
1002,46,46,2001,2026-01-16T08:00:00+00:00,15,10,5,0.6667,36.374,1.0,1.5333,23,0,0.8,13,9,0.6923,36.5833,1.0,2,1.0,8,0.625,3,0.6667,1,5,344.9115107096486,8,0,4,0,1.5333,math,hard,0,1,46.55,0.779,1
1002,47,47,2001,2026-01-17T08:00:00+00:00,16,11,5,0.6875,37.2991,1.0,1.5,24,1,0.8,14,10,0.7143,37.58,1.0,2,1.0,8,0.625,4,0.75,4,20,1285.2210496318044,8,0,5,1,1.5,math,medium,0,1,36.74,0.987,1
1002,48,48,2001,2026-01-18T08:00:00+00:00,17,12,5,0.7059,37.2525,1.0,1.6471,28,4,0.8,1,1,1.0,34.49,1.0,1,1.0,0,0.0,0,0.0,2,10,650.5698003228215,8,0,6,1,1.6471,push_ups,medium,0,1,40.02,0.832,1
1002,49,49,2001,2026-01-19T08:00:00+00:00,18,13,5,0.7222,37.4654,1.0,1.6667,30,2,1.0,15,11,0.7333,37.5036,1.0,2,1.0,9,0.6667,4,0.75,3,15,923.9221874567955,8,0,0,0,1.6667,math,easy,0,1,27.13,0.826,1
1002,50,50,2001,2026-01-20T08:00:00+00:00,19,14,5,0.7368,36.7271,1.0,1.7368,33,3,1.0,16,12,0.75,36.6392,1.0,3,1.0,9,0.6667,4,0.75,4,20,1273.6819808101425,8,0,1,0,1.7368,math,medium,0,0,40.27,0.147,1
1002,51,51,2001,2026-01-21T08:00:00+00:00,20,14,6,0.7,36.7271,1.0,1.85,37,4,0.8,17,12,0.7059,36.6392,1.0,3,1.0,10,0.6,4,0.75,1,5,328.7894878821347,8,0,2,0,1.85,math,medium,0,1,35.98,0.762,1
1002,52,52,2001,2026-01-22T08:00:00+00:00,21,15,6,0.7143,36.6773,1.0,1.8095,38,1,0.8,2,2,1.0,37.255,1.0,1,1.0,1,1.0,0,0.0,1,5,356.05367195274545,8,0,3,0,1.8095,push_ups,adaptive,1,1,32.35,0.846,1
1002,53,53,2001,2026-01-23T08:00:00+00:00,22,16,6,0.7273,36.4069,1.0,1.7727,39,1,0.8,18,13,0.7222,36.5885,1.0,3,1.0,11,0.6364,4,0.75,2,10,671.603695085922,8,0,4,0,1.7727,math,easy,0,0,32.23,0.627,1
1002,54,54,2001,2026-01-24T08:00:00+00:00,23,16,7,0.6957,36.4069,1.0,1.7826,41,2,0.6,19,13,0.6842,36.5885,1.0,4,0.75,11,0.6364,4,0.75,1,5,319.70868793515075,8,0,5,1,1.7826,math,adaptive,1,0,36.41,0.356,1
1002,55,55,2001,2026-01-25T08:00:00+00:00,24,16,8,0.6667,36.4069,1.0,1.75,42,1,0.4,20,13,0.65,36.5885,1.0,4,0.75,12,0.5833,4,0.75,0,0,81.31407406483495,8,0,6,1,1.75,math,medium,0,1,33.86,0.958,1
1002,56,56,2001,2026-01-26T08:00:00+00:00,25,17,8,0.68,36.2571,1.0,1.68,42,0,0.6,21,14,0.6667,36.3936,1.0,4,0.75,13,0.6154,4,0.75,0,0,47.97395494584427,8,0,0,0,1.68,math,easy,0,1,29.18,0.812,1
1002,57,57,2001,2026-01-27T08:00:00+00:00,26,18,8,0.6923,35.8639,1.0,1.6154,42,0,0.6,22,15,0.6818,35.9127,1.0,5,0.8,13,0.6154,4,0.75,4,20,1235.576765473501,8,0,1,0,1.6154,math,hard,0,0,37.34,0.482,1
1002,58,58,2001,2026-01-28T08:00:00+00:00,27,18,9,0.6667,35.8639,1.0,1.7037,46,4,0.4,23,15,0.6522,35.9127,1.0,5,0.8,13,0.6154,5,0.6,4,20,1241.1581450133554,8,0,2,0,1.7037,math,adaptive,1,1,37.77,0.987,1
1002,59,59,2001,2026-01-29T08:00:00+00:00,28,19,9,0.6786,35.9642,1.0,1.7857,50,4,0.6,24,16,0.6667,36.0288,1.0,5,0.8,14,0.6429,5,0.6,1,5,333.88901218979066,8,0,3,0,1.7857,math,hard,0,0,42.38,0.396,1
1002,60,60,2001,2026-01-30T08:00:00+00:00,29,19,10,0.6552,35.9642,1.0,1.7586,51,1,0.6,25,16,0.64,36.0288,1.0,5,0.8,14,0.6429,6,0.5,4,20,1273.8513859536151,8,0,4,0,1.7586,math,easy,0,1,29.02,0.96,1
1003,61,61,2002,2026-01-01T09:00:00+00:00,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,57.35142205023287,9,0,3,0,0.0,push_ups,adaptive,1,1,49.57,0.967,1
1003,62,62,2002,2026-01-02T09:00:00+00:00,1,1,0,1.0,49.57,1.0,0.0,0,0,1.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,3,15,940.3300972451309,9,0,4,0,0.0,memory,medium,0,1,47.66,0.958,1
1003,63,63,2002,2026-01-03T09:00:00+00:00,2,2,0,1.0,48.615,1.0,1.5,3,3,1.0,1,1,1.0,47.66,1.0,0,0.0,1,1.0,0,0.0,1,5,314.1668486594604,9,0,5,1,1.5,memory,adaptive,1,1,45.3,0.989,1
1003,64,64,2002,2026-01-04T09:00:00+00:00,3,3,0,1.0,47.51,1.0,1.3333,4,1,1.0,2,2,1.0,46.48,1.0,0,0.0,2,1.0,0,0.0,0,0,25.948854589002632,9,0,6,1,1.3333,memory,adaptive,1,0,46.86,0.184,1
1003,65,65,2002,2026-01-05T09:00:00+00:00,4,3,1,0.75,47.51,1.0,1.0,4,0,0.75,3,2,0.6667,46.48,1.0,0,0.0,3,0.6667,0,0.0,0,0,27.43716327252029,9,0,0,0,1.0,memory,adaptive,1,1,45.32,0.902,1
1003,66,66,2002,2026-01-06T09:00:00+00:00,5,4,1,0.8,46.9625,1.0,0.8,4,0,0.8,4,3,0.75,46.0933,1.0,0,0.0,4,0.75,0,0.0,0,0,23.101264813375934,9,0,1,0,0.8,memory,adaptive,1,0,41.99,0.418,1
1003,67,67,2002,2026-01-07T09:00:00+00:00,6,4,2,0.6667,46.9625,1.0,0.6667,4,0,0.6,1,1,1.0,49.57,1.0,0,0.0,1,1.0,0,0.0,1,5,316.0797182274448,9,0,2,0,0.6667,push_ups,hard,0,1,43.38,0.943,1
1003,68,68,2002,2026-01-08T09:00:00+00:00,7,5,2,0.7143,46.246,1.0,0.7143,5,1,0.6,2,2,1.0,46.475,1.0,0,0.0,1,1.0,1,1.0,0,0,55.27460442938527,9,0,3,0,0.7143,push_ups,adaptive,1,0,43.34,0.393,1
1003,69,69,2002,2026-01-09T09:00:00+00:00,8,5,3,0.625,46.246,1.0,0.625,5,0,0.4,5,3,0.6,46.0933,1.0,0,0.0,5,0.6,0,0.0,0,0,37.298493988902656,9,0,4,0,0.625,memory,adaptive,1,1,46.04,0.99,1
1003,70,70,2002,2026-01-10T09:00:00+00:00,9,6,3,0.6667,46.2117,1.0,0.5556,5,0,0.6,6,4,0.6667,46.08,1.0,0,0.0,6,0.6667,0,0.0,0,0,44.838971600614165,9,0,5,1,0.5556,memory,hard,0,1,42.88,0.991,1
1003,71,71,2002,2026-01-11T09:00:00+00:00,10,7,3,0.7,45.7357,1.0,0.5,5,0,0.6,7,5,0.7143,45.44,1.0,0,0.0,6,0.6667,1,1.0,1,5,357.39796952509613,9,0,6,1,0.5,memory,hard,0,0,45.33,0.253,1
1003,72,72,2002,2026-01-12T09:00:00+00:00,11,7,4,0.6364,45.7357,1.0,0.5455,6,1,0.6,8,5,0.625,45.44,1.0,0,0.0,6,0.6667,2,0.5,0,0,63.45507763563948,9,0,0,0,0.5455,memory,hard,0,0,56.67,0.372,1
1003,73,73,2002,2026-01-13T09:00:00+00:00,12,7,5,0.5833,45.7357,1.0,0.5,6,0,0.4,9,5,0.5556,45.44,1.0,0,0.0,6,0.6667,3,0.3333,1,5,337.2271074531427,9,0,1,0,0.5,memory,hard,0,1,43.79,0.753,1
1003,74,74,2002,2026-01-14T09:00:00+00:00,13,8,5,0.6154,45.4925,1.0,0.5385,7,1,0.6,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,49.08622774790299,9,0,2,0,0.5385,dance,easy,0,1,41.17,0.923,1
1003,75,75,2002,2026-01-15T09:00:00+00:00,14,9,5,0.6429,45.0122,1.0,0.5,7,0,0.6,10,6,0.6,45.165,1.0,0,0.0,6,0.6667,4,0.5,4,20,1263.1168017277453,9,0,3,0,0.5,memory,hard,0,0,40.67,0.648,1
1003,76,76,2002,2026-01-16T09:00:00+00:00,15,9,6,0.6,45.0122,1.0,0.7333,11,4,0.4,11,6,0.5455,45.165,1.0,0,0.0,6,0.6667,5,0.4,0,0,31.673314158095707,9,0,4,0,0.7333,memory,medium,0,0,43.49,0.166,1
1003,77,77,2002,2026-01-17T09:00:00+00:00,16,9,7,0.5625,45.0122,1.0,0.6875,11,0,0.4,12,6,0.5,45.165,1.0,0,0.0,7,0.5714,5,0.4,0,0,86.07020483147478,9,0,5,1,0.6875,memory,adaptive,1,1,47.94,0.819,1
1003,78,78,2002,2026-01-18T09:00:00+00:00,17,10,7,0.5882,45.305,1.0,0.6471,11,0,0.6,13,7,0.5385,45.5614,1.0,0,0.0,8,0.625,5,0.4,0,0,76.61026906616543,9,0,6,1,0.6471,memory,medium,0,0,52.64,0.298,1
1003,79,79,2002,2026-01-19T09:00:00+00:00,18,10,8,0.5556,45.305,1.0,0.6111,11,0,0.4,14,7,0.5,45.5614,1.0,0,0.0,9,0.5556,5,0.4,1,5,354.2687173438887,9,0,0,0,0.6111,memory,easy,0,1,52.06,0.873,1
1003,80,80,2002,2026-01-20T09:00:00+00:00,19,11,8,0.5789,45.9191,1.0,0.6316,12,1,0.4,3,2,0.6667,46.475,1.0,0,0.0,2,0.5,1,1.0,4,20,1248.218334981255,9,0,1,0,0.6316,push_ups,medium,0,1,52.18,0.85,1
1003,81,81,2002,2026-01-21T09:00:00+00:00,20,12,8,0.6,46.4408,1.0,0.8,16,4,0.6,15,8,0.5333,46.3738,1.0,1,1.0,9,0.5556,5,0.4,1,5,385.9300513886425,9,0,2,0,0.8,memory,adaptive,1,0,45.07,0.329,1
1003,82,82,2002,2026-01-22T09:00:00+00:00,21,12,9,0.5714,46.4408,1.0,0.8095,17,1,0.6,16,8,0.5,46.3738,1.0,1,1.0,10,0.5,5,0.4,0,0,40.43024209172395,9,0,3,0,0.8095,memory,easy,0,1,51.39,0.824,1
1003,83,83,2002,2026-01-23T09:00:00+00:00,22,13,9,0.5909,46.8215,1.0,0.7727,17,0,0.6,17,9,0.5294,46.9311,1.0,2,1.0,10,0.5,5,0.4,1,5,358.7704729796104,9,0,4,0,0.7727,memory,hard,0,1,48.23,0.803,1
1003,84,84,2002,2026-01-24T09:00:00+00:00,23,14,9,0.6087,46.9221,1.0,0.7826,18,1,0.8,18,10,0.5556,47.061,1.0,2,1.0,10,0.5,6,0.5,4,20,1247.592998320615,9,0,5,1,0.7826,memory,easy,0,0,43.9,0.258,1
1003,85,85,2002,2026-01-25T09:00:00+00:00,24,14,10,0.5833,46.9221,1.0,0.9167,22,4,0.6,19,10,0.5263,47.061,1.0,3,0.6667,10,0.5,6,0.5,3,15,957.1831671364206,9,0,6,1,0.9167,memory,hard,0,1,45.8,0.806,1
1003,86,86,2002,2026-01-26T09:00:00+00:00,25,15,10,0.6,46.8473,1.0,1.0,25,3,0.6,20,11,0.55,46.9464,1.0,3,0.6667,10,0.5,7,0.5714,0,0,15.712786948465132,9,0,0,0,1.0,memory,medium,0,0,47.34,0.269,1
1003,87,87,2002,2026-01-27T09:00:00+00:00,26,15,11,0.5769,46.8473,1.0,0.9615,25,0,0.6,21,11,0.5238,46.9464,1.0,3,0.6667,11,0.4545,7,0.5714,4,20,1253.1985250078412,9,0,1,0,0.9615,memory,medium,0,0,36.44,0.504,1
1003,88,88,2002,2026-01-28T09:00:00+00:00,27,15,12,0.5556,46.8473,1.0,1.0741,29,4,0.4,22,11,0.5,46.9464,1.0,3,0.6667,12,0.4167,7,0.5714,1,5,376.8766891124945,9,0,2,0,1.0741,memory,adaptive,1,1,38.94,0.988,1
1003,89,89,2002,2026-01-29T09:00:00+00:00,28,16,12,0.5714,46.3531,1.0,1.0714,30,1,0.4,23,12,0.5217,46.2792,1.0,3,0.6667,13,0.4615,7,0.5714,0,0,24.015258235037813,9,0,3,0,1.0714,memory,adaptive,1,1,41.23,0.999,1
1003,90,90,2002,2026-01-30T09:00:00+00:00,29,17,12,0.5862,46.0518,1.0,1.0345,30,0,0.6,24,13,0.5417,45.8908,1.0,3,0.6667,14,0.5,7,0.5714,0,0,47.60083159682814,9,0,4,0,1.0345,memory,hard,0,0,46.43,0.277,1
1004,91,91,2003,2026-01-01T07:00:00+00:00,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,65.4938939186746,7,0,3,0,0.0,tongue_twister,easy,0,1,30.63,0.888,1
1004,92,92,2003,2026-01-02T07:00:00+00:00,1,1,0,1.0,30.63,1.0,0.0,0,0,1.0,1,1,1.0,30.63,1.0,1,1.0,0,0.0,0,0.0,2,10,679.1928467241503,7,0,4,0,0.0,tongue_twister,medium,0,1,18.91,0.75,1
1004,93,93,2003,2026-01-03T07:00:00+00:00,2,2,0,1.0,24.77,1.0,1.0,2,2,1.0,2,2,1.0,24.77,1.0,1,1.0,1,1.0,0,0.0,1,5,359.8107098081369,7,0,5,1,1.0,tongue_twister,hard,0,1,20.48,0.817,1
